編號,答案,類近題目
0001,"第 1 題
✅ 參考答案：D

Z 是苔蘚，屬於蘚苔植物門（Bryophyta）。
Z is a moss, belonging to the Bryophyte group.

苔蘚是沒有維管束的小型綠色植物，具有簡單的莖與葉構造，且沒有真正的根。
Mosses are small green plants with no vascular tissues, having simple leaf‑like and stem‑like parts and no true roots.

由於苔蘚需依靠滲透吸收水分，因此只能在潮濕及陰暗的環境中生存。
Because they rely on diffusion and osmosis for water absorption, they can only survive in moist and shady places.

為何不是 A、B、C ：
Why not A, B, C :

W、X、Y 均為開花植物或裸子植物，可生活於乾燥環境。
W, X, and Y are seed‑bearing plants (angiosperms or gymnosperms) that tolerate drier habitats.
Z 獨具蘚苔植物特徵，因此答案為 D。
Z alone shows bryophyte characteristics, thus D is correct.
📘 考試提醒 Exam Tip：
題目出現「潮濕、陰暗環境」—— 立即聯想到蘚苔植物。
Whenever a question mentions “moist and shady habitat,” associate it with bryophytes (mosses / liverworts).",
0002,"第 2 題
✅ 參考答案：C

W 顯示的是花，而花是用來產生種子的繁殖器官。
W shows a flower, which is the reproductive organ producing seeds.

X 與 Y 分別顯示不同的種子形態。
X and Y clearly show the presence of seeds in different forms.

Z 為苔蘚，沒有種子，只能產生孢子進行繁殖。
Z is moss, which has no seeds but reproduces by spores.

因此，只有 W、X 及 Y 能產生種子。
Hence, only W, X, and Y are seed‑producing plants.

為何不是 A、B、D ：
Why not A, B, D :

A 缺少 Y， 但 Y 具明顯種子。
A excludes Y, which clearly shows seeds.
B 包括 Z， 但苔蘚無種子。
B includes Z, which is non‑seed‑bearing.
D 同上，錯在將 Z 列入。
D is also incorrect for including Z — a spore plant.
📘 考試提醒 Exam Tip：
記得：「種子＝開花植物 / 裸子植物；孢子＝蕨類 / 蘚苔類」。
Quick rule — Seeds: angiosperms or gymnosperms; Spores: ferns or bryophytes.
",
0003,"第 3 題
✅ 參考答案：A

題表顯示：
P 沒有脊柱或鱗片； Q 有脊柱與鱗片； R 有脊柱與毛。
The table shows: P has no vertebral column or scales; Q has both; R has a vertebral column and hair.

可推論：
P 是水母（無脊椎、無鱗）； Q 是蛇（有脊柱、有鱗）； R 是兔（有毛、有脊柱）。
Thus: P matches a jellyfish, Q a snake, and R a rabbit.

為何不是其他選項：
Why not others:

B 海星有鈣質骨板而非鱗片，不符。
Sea stars have calcareous plates, not scales.
C 金魚雖有鱗但無毛； D 馬有毛但Q 不符其特徵。
Goldfish lack hair, and Q does not fit a horse’s features.
📘 考試提醒 Exam Tip：
若圖表比較脊柱、鱗片與毛：
記 → 兩者有脊柱：脊椎動物；
只魚、爬行類有鱗； 只有哺乳類有毛。
When tables compare backbone, scales, and hair, recall:
Vertebrates have a backbone; scales → fishes & reptiles; hair → mammals.",
0004,"第 4 題
✅ 參考答案：C

劇烈運動時，肌肉需要額外能量。
During vigorous exercise, muscles demand extra energy.

即使加深呼吸與加快呼吸頻率，氧氣仍可能不足。
Even with faster and deeper breathing, the oxygen intake may still be insufficient.

於是，同時進行有氧呼吸與無氧呼吸。
Therefore, both aerobic and anaerobic respiration take place concurrently.

有氧呼吸：葡萄糖 + 氧氣 → 二氧化碳 + 水
Aerobic respiration: Glucose + O₂ → CO₂ + H₂O

無氧呼吸：葡萄糖 → 乳酸
Anaerobic respiration: Glucose → Lactic acid

為何不是 A 或 B 或 D ：
Why not A, B, D :

A 僅含無氧呼吸，忽略氧氣仍被供應。
A only shows anaerobic respiration, omitting the aerobic one.
B 包含錯誤物質組合（二氧化碳 + 乳酸 不會同時產自同反應）。
B mixes up products from different pathways.
D 只列氧化反應，未表現能量短缺時的乳酸產生。
D misses anaerobic response needed under oxygen debt.
📘 考試提醒 Exam Tip：
出現「劇烈運動」→ 聯想有氧 + 無氧呼吸同時進行。
When you see vigorous exercise, the key combo is both aerobic and anaerobic respiration.",
0005,"第 5 題
✅ 參考答案：B

當環境缺乏氧氣時，酵母進行**無氧呼吸（發酵）**以釋放能量，使生命活動得以維持。
When oxygen is absent, yeast performs anaerobic respiration (fermentation) to release energy for survival.

這是其在無氧環境中仍能代謝葡萄糖的機制。
This allows yeast to metabolize glucose even without oxygen.

為何不是 A、C、D ：
Why not A, C, D :

A 「產生乙醇」是副產品，而非原因。
A describes a by‑product (ethanol), not the core importance.
C 重複 B 意思但不明確指出「缺氧」條件。
C omits the key context of oxygen deficiency.
D 無相關，酵母不是為其他生物提供能量。
D is irrelevant because yeast does not supply external energy to others.
📘 考試提醒 Exam Tip：
看到「缺氧、酵母、能量」三詞，重點答案永遠是：無氧呼吸能維持其生命活動。
In any question involving yeast + oxygen deficiency + energy, remember — anaerobic respiration sustains life by releasing energy.",
0006,"第 6 題
✅ 參考答案：B

從曲線可見，只有 Y 的未消化部分在胃段明顯下降。
From the graph, only substance Y shows a sharp drop in undigested amount within the stomach section.

這表示 Y 在胃中被消化，而 X 與 Z 保持平穩，說明它們不是在胃部消化。
That means Y is digested in the stomach, while X and Z remain unchanged, indicating they are not digested there.

胃中的主要消化酶為胃蛋白酶，作用於蛋白質。
The main digestive enzyme in the stomach is pepsin, which acts on proteins.

因此， Y 應為蛋白質。
Hence, Y represents protein.

為何不是 A、C、D ：
Why not A, C, or D :

A 錯，因 Y 以外的 X 並非在胃被分解。
A is incorrect because X is not digested in the stomach.
C 錯， X 曲線保持平穩，代表在胃中無顯著消化。
C is wrong as X shows no decrease in the stomach.
D 錯， Z 的下降在小腸開始後才出現，非胃部。
D is wrong since Z drops only after the small intestine, not in the stomach.
📘 考試提醒 Exam Tip：
看曲線若在「胃」段下降，代表該物質在胃中消化；若在「小腸」下降，則是酵素如脂肪酶或澱粉酶作用。
In digestion graphs, a fall in the “stomach” zone = digestion in stomach; a fall in the “small intestine” zone = digestion by pancreatic or intestinal enzymes.
",
0007,"第 7 題
✅ 參考答案：A

在口腔，澱粉受唾液澱粉酶分解為麥芽糖，而蛋白質與脂肪保持未消化。
In the mouth cavity, starch is digested by salivary amylase into maltose, while proteins and fats remain undigested.

在胃內，主要分解蛋白質，因此 Y 為蛋白質。
In the stomach, only proteins are broken down, so Y is protein.

脂肪需膽汁乳化後由脂肪酶分解，在小腸中進行，因此 Z 為脂肪。
Fat digestion is aided by bile and lipase in the small intestine; therefore, Z is fat.

故 X ＝ 澱粉， Y ＝ 蛋白質， Z ＝ 脂肪。
Hence X = starch, Y = protein, Z = fat.

為何不是其他選項：
Why not other options:

B、C、D 互相顛倒，未符合曲線顯示的消化順序（口腔→胃→小腸）。
B, C, and D swap the order wrongly; the drop timing must match the digestive location: mouth→stomach→small intestine.
📘 考試提醒 Exam Tip：
題目若涉及「三類食物曲線」，合理的排列應為：
口腔：澱粉 → 胃：蛋白質 → 小腸：脂肪。
When digestion curves are shown, always map: Mouth = starch, Stomach = protein, Small intestine = fat.
",
0008,"第 8 題
✅ 參考答案：C

小腸內壁具絨毛(villi) 及 微絨毛(microvilli)，總表面積極大，使水與養分吸收迅速且有效。
The small intestine has villi and microvilli, providing a large surface area for efficient and rapid absorption of water and nutrients.

雖然結腸的主要功能是吸收剩餘水分及礦物鹽，但面積較小，吸收量不及小腸。
Although the colon also absorbs some remaining water and salts, its surface area is much smaller, thus absorbing less water overall.

因此，小腸是整個消化道中吸收最多水分的部分。
Hence, the small intestine absorbs the largest total amount of water in the alimentary canal.

為何不是 A、B、D ：
Why not A, B, D :

A 食道 → 無吸收組織。
A (oesophagus): no absorptive function.
B 胃 → 主要分解蛋白質，吸收極少水或酒精。
B (stomach): mainly digests protein; only minimal absorption occurs.
D 結腸 → 雖吸水但量小，面積有限。
D (colon): absorbs water but less than the small intestine.
📘 考試提醒 Exam Tip：
考吸水量時別混淆「結腸吸剩餘」與「小腸吸大部分」：
小腸吸最多，結腸吸最後。
For water questions, remember — small intestine absorbs the most, colon absorbs what remains.
",
0009,"第 9 題
✅ 參考答案：B

氧氣吸收速度為負值，表示此時植物釋放氧；
At 1200 hours, the oxygen uptake rate is negative, indicating oxygen is being released.

光合作用速率大於呼吸速率，光合作用達最高點。
This means photosynthesis proceeds faster than respiration — it reaches its maximum rate.

因此，植物同時進行光合作用及呼吸作用，但光合作用明顯佔優。
Thus, both processes occur simultaneously, yet photosynthesis dominates.

為何不是 A、C、D ：
Why not A, C, D :

A 錯，植物無時不呼吸。
A is wrong because respiration occurs continuously, day and night.
C 錯，1200 小時時含氧率為負，說明光合作用高於呼吸。
C is incorrect; oxygen release means photosynthesis > respiration.
D 錯，實為相反，光合作用速率較高。
D reverses the relationship; photosynthesis, not respiration, is faster.
📘 考試提醒 Exam Tip：
「氧吸收率」圖若為負值 → 淨釋放氧 → 光合作用 > 呼吸作用。
When a plant’s oxygen uptake rate is negative, it means net oxygen release → photosynthesis exceeds respiration.
",
0010,"第 10 題
✅ 參考答案：C

題中假設 1800 小時時，光合作用速率為 3 單位。
Given at 1800 hours photosynthesis rate = 3 units.

曲線顯示此時植物吸氧速度為零，代表光合作用釋氧量等於呼吸耗氧量。
At this time, the rate of oxygen uptake = 0, meaning oxygen released in photosynthesis = oxygen consumed in respiration.

所以兩者速率相等。
Therefore, both rates are equal.

為何不是 A、B、D ：
Why not A, B, D :

A 錯，呼吸作用不停止。
A is wrong since respiration never ceases.
B 錯，曲線顯示吸與放在不同時段變化，不會恆定。
B is wrong because rates vary with daylight, not simultaneously constant.
D 錯，1800 小時時速率相等不是相反。
D is wrong; at 1800 hours the rates are equal, not opposing.
📘 考試提醒 Exam Tip：
當曲線跨越 0 點時 → 光合作用 = 呼吸作用；
高於 0 → 釋放氧； 低於 0 → 吸收氧。
When a graph passes the 0 level → photosynthesis = respiration;
Above 0 → oxygen released; Below 0 → oxygen absorbed.",
