編號,答案,類近題目
1201,"📌 參考答案 (Suggested Answer)
答案：D（小腸內壁）。
Answer: D (Intestinal epithelium).

📌 詳細解釋 (Detailed Explanation)
小腸內壁（正確）：小腸上皮細胞需要主動運輸葡萄糖與氨基酸，過程需消耗大量 ATP → 因此含有最多線粒體。
Intestinal epithelium (Correct): The epithelial cells of the small intestine need active transport to absorb glucose and amino acids, which requires a large amount of ATP → therefore they contain the highest number of mitochondria.

氣囊壁（錯）：氣體交換主要靠擴散，不需大量能量，線粒體數量不多。
Alveolar wall (Incorrect): Gas exchange occurs mainly by diffusion, requires little energy, hence not many mitochondria.

微血管壁（錯）：物質交換也靠擴散或過程相對被動，能量消耗不大。
Capillary wall (Incorrect): Exchange of substances in capillaries is largely passive (diffusion), involving minimal energy use.

淋巴管內壁（錯）：淋巴液主要依靠周圍骨骼肌收縮推動流動，管壁細胞不需提供大量能量。
Lymphatic vessel wall (Incorrect): Lymph flow mainly depends on skeletal muscle contractions around the vessels, so the vessel wall does not require high energy.

📌 考試提醒 (Exam Tips)
哪些細胞含最多線粒體？→ 需要大量能量進行主動運輸或收縮的細胞。
Which cells contain the most mitochondria? → Cells requiring large amounts of energy for active transport or contraction.

常見例子：小腸上皮細胞（吸收），腎小管上皮細胞（重吸收），心肌/骨骼肌細胞（收縮）。
Common examples: Intestinal epithelial cells (absorption), kidney tubule epithelial cells (reabsorption), and heart/skeletal muscle cells (contraction).

不要選擴散為主的組織，因為它們能量消耗少，自然不需要太多線粒體。
Do not choose tissues where diffusion is the main process, since they consume little energy and therefore do not need many mitochondria.
",
1202,"📌 參考答案 (Suggested Answer)
✅ D. (1)、(2) 和 (3)

📌 詳細解釋 (Detailed Explanation)
纖維素的基本單位是葡萄糖，葡萄糖分子經縮合而成，是細胞壁的主要成分。
The basic unit of cellulose is glucose, condensed to form its polymer, which is the main component of the cell wall.

蛋白質的基本單位是氨基酸，而葡萄糖在代謝過程中可提供碳骨架，結合無機氮形成氨基酸，最後合成蛋白質。
The basic unit of protein is amino acid, and glucose provides carbon skeletons in metabolism, which combine with inorganic nitrogen to form amino acids and eventually proteins.

澱粉的基本單位同樣是葡萄糖，葡萄糖分子縮合形成澱粉，是植物的主要儲存物質。
The basic unit of starch is also glucose, condensed to form starch, which is an important storage material in plants.

結論：葡萄糖能合成纖維素、蛋白質和澱粉 → 答案 D。
Conclusion: Glucose is used to synthesize cellulose, proteins, and starch → Answer D.

📌 考試提醒 (Exam Tips)
葡萄糖可轉化為結構物質（如纖維素）、儲存物質（如澱粉）、以及代謝相關物質（氨基酸、蛋白質）。
Glucose can be converted into structural substances (like cellulose), storage substances (like starch), and metabolic products (amino acids, proteins).

蛋白質的合成需要碳骨架與氮，葡萄糖提供碳骨架，無機鹽提供氮。
Protein synthesis requires both carbon skeleton and nitrogen; glucose provides the carbon skeleton, inorganic salts provide nitrogen.

常見錯誤是認為光合作用產物只能形成碳水化合物，忘記它也能參與蛋白質的合成。
A common mistake is thinking photosynthesis products can only make carbohydrates, forgetting they also contribute to protein synthesis.
",
1203,"📌 參考答案 (Suggested Answer)
✅ A. 葉部流失水分
✅ A. Loss of water from leaves

📌 詳細解釋 (Detailed Explanation)
水分經由氣孔從葉部蒸騰散失，導致葉肉細胞的水勢下降。
Water is lost through stomata in transpiration, causing the water potential of mesophyll cells to drop.

葉肉細胞因水勢降低，會從臨近細胞吸取水分，形成一連串的水分移動。
As the water potential decreases, mesophyll cells draw water from neighboring cells, creating a chain movement of water.

最後，水分由木質導管被拉上來，形成蒸騰拉力，使水分在樹木內向上輸送。
Eventually, water is pulled up from the xylem, generating transpiration pull, allowing water to ascend through the tree.

結論：樹木內水分上升的主要原因是葉部的蒸騰作用。
Conclusion: The main reason for upward water movement is leaf transpiration.

📌 考試提醒 (Exam Tips)
水分上升的驅動力主要來自蒸騰作用，而非根壓或導管直徑。
The driving force for water ascent is mainly transpiration, not root pressure or vessel diameter.

關鍵詞要記住是「蒸騰拉力」，由葉部水分蒸發引起水勢梯度。
Remember the keyword transpiration pull, created by the water potential gradient from leaf evaporation.

常見誤區：學生常以為水分上升主要靠根吸水，但根吸水只是補充，真正拉動水柱上升的是蒸騰。
Common trap: Students often think water ascends mainly due to root absorption, but roots only supply water; the actual pull comes from transpiration.",
1204,"📌 參考答案 (Suggested Answer)
✅ B. 樹突 → 細胞體 → 軸突
✅ B. Dendrite → Cell body → Axon

📌 詳細解釋 (Detailed Explanation)
樹突接收來自其他神經元的神經衝動，並把訊息傳到細胞體。
The dendrite receives nerve impulses from other neurons and passes the signals to the cell body.

細胞體整合訊息並產生新的神經衝動。
The cell body integrates the information and generates a new nerve impulse.

最後，神經衝動沿著軸突傳送，再經由突觸傳遞給下一個神經元。
Finally, the nerve impulse travels along the axon and is transmitted to the next neuron via the synapse.

結論：正確方向是 樹突 → 細胞體 → 軸突。
Conclusion: The correct direction is Dendrite → Cell body → Axon.

📌 考試提醒 (Exam Tips)
請牢記神經衝動的單向傳遞：樹突收、軸突送。
Always remember nerve impulse flow: dendrites receive, axons send.

細胞體是訊息處理與觸發新衝動的核心。
The cell body is the center for processing and triggering new impulses.

常見錯誤是把軸突排在最前，實際神經訊號起點是樹突而非軸突。
A common mistake is placing the axon first, but the impulse actually begins at the dendrite, not the axon.
",
1205,"📌 參考答案 (Suggested Answer)
✅ D. (1)、(2) 和 (3)

📌 詳細解釋 (Detailed Explanation)
當神經衝動到達軸突末端，會觸發突觸小泡釋放神經遞質。
When a nerve impulse reaches the axon terminal, it triggers synaptic vesicles to release neurotransmitters.

神經遞質擴散穿過突觸間隙，並與下一個細胞膜上的受體結合，引起新的衝動。
Neurotransmitters diffuse across the synaptic cleft and bind to receptors on the next cell, initiating a new impulse.

這種化學方式的突觸傳導不僅存在於感覺神經元和中間神經元之間，也存在於中間神經元和運動神經元之間，以及運動神經元和肌肉纖維之間。
This chemical synaptic transmission occurs not only between sensory and relay neurons, but also between relay and motor neurons, and finally between motor neurons and muscle fibers.

結論：三種情境 (1)、(2)、(3) 都涉及突觸釋放化學物質傳導衝動 → 答案 D。
Conclusion: All three cases (1), (2), and (3) involve chemical transmission at synapses → Answer D.

📌 考試提醒 (Exam Tips)
總結一句：電信號到軸突末端變成化學訊號，再在下一個神經元轉回電信號。
In short: electrical signal at the axon terminal is converted to a chemical signal, then back to an electrical signal in the next neuron.

突觸發生在三類連接：感覺→中間、中間→運動、運動→效應器。
Synapses occur at three connections: sensory→relay, relay→motor, motor→effector.

常見錯誤是只想到運動神經元與肌肉之間有突觸，其實神經元之間的傳遞也全靠神經遞質。
A common mistake is thinking synapses only exist between motor neurons and muscles, but all neuron-to-neuron transmissions depend on neurotransmitters.",
1206,"📌 參考答案 (Suggested Answer)
✅ A. 跳舞時的肌肉活動
✅ A. Muscle activity during dancing

📌 詳細解釋 (Detailed Explanation)
小腦主要功能是協調肌肉收縮並維持身體平衡。
The cerebellum’s main function is to coordinate muscle contractions and maintain body balance.

當人跳舞時，需要精細控制四肢和身體的肌肉，使動作流暢且不失衡，因此由小腦協調。
When a person dances, fine control of limb and body muscles is required for smooth movements and balance, which is coordinated by the cerebellum.

其他選項：睡眠呼吸由延腦控制；消化液分泌屬於自主神經；觸碰高溫物體後的縮手反射由脊髓調控，均不是小腦功能。
Other options: breathing in sleep is controlled by the medulla, digestive secretion involves autonomic nerves, and withdrawal reflex from hot objects is controlled by the spinal cord — none are cerebellar functions.

結論：正確答案是 A，因為小腦負責協調肌肉運動與平衡。
Conclusion: The correct answer is A, as the cerebellum is responsible for coordinating muscle movement and balance.

📌 考試提醒 (Exam Tips)
小腦：肌肉協調 + 平衡。
Cerebellum: muscle coordination + balance.

延腦：呼吸 + 心跳 + 消化液分泌。
Medulla: breathing + heartbeat + digestive secretion.

脊髓：簡單反射 (如縮手反射)。
Spinal cord: simple reflexes (e.g., withdrawal reflex).

常見錯誤是把所有不明活動都歸於小腦，其實小腦只管「動作協調」。
Common mistake: attributing all unknown activities to the cerebellum, but it only handles “movement coordination.”",
1207,"📌 參考答案 (Suggested Answer)
✅ A. 韌帶
✅ A. Ligament

📌 詳細解釋 (Detailed Explanation)
韌帶連接活動關節內的骨塊，將骨與骨固定在一起，防止脫臼。
Ligaments connect bones within movable joints, holding bones together and preventing dislocation.

軟骨只存在於骨端，主要作用是減少骨與骨之間的摩擦。
Cartilage is found at bone ends and mainly reduces friction between bones.

肌肉雖能附著於骨骼，但其功能是提供動力，而不是把骨塊連結起來。
Muscles attach to bones to provide force, not to connect bones together.

腱連接肌肉和骨骼，將肌肉的收縮力傳遞給骨骼，而非連接骨與骨。
Tendons connect muscles to bones, transmitting contraction force, not linking bones to bones.

結論：真正負責連接骨塊的組織是韌帶 → 答案 A。
Conclusion: The tissue that connects bones together is the ligament → Answer A.

📌 考試提醒 (Exam Tips)
韌帶 = 骨連骨
Ligament = bone to bone

腱 = 肌連骨
Tendon = muscle to bone

軟骨 = 減少摩擦吸收震盪
Cartilage = reduce friction & absorb shock

肌肉 = 提供動力
Muscle = provide force

常見錯誤：很多同學會把「腱」當成連接骨與骨，其實是「韌帶」才對。
Common mistake: Many students confuse tendons with ligaments, but ligaments connect bone to bone.",
1208,"📌 參考答案 (Suggested Answer)
✅ A. P

📌 詳細解釋 (Detailed Explanation)
P 是鞏膜，呈白色且堅韌，能保護眼球內部結構並保持眼球形狀。
P is the sclera, which is tough and white, protecting inner structures and maintaining the eyeball’s shape.

Q 是視網膜，含有感光細胞，能將光線轉換成電訊號。
Q is the retina, containing photoreceptors that convert light into electrical signals.

R 是視神經，將視網膜細胞產生的神經衝動傳往大腦的視覺皮層。
R is the optic nerve, transmitting impulses from retinal cells to the visual cortex of the brain.

S 是睫狀體，可透過睫狀肌的收縮與放鬆來改變晶狀體的弧度。
S is the ciliary body, which alters the curvature of the lens through contraction and relaxation.

結論：唯一堅韌且白色的部分是鞏膜 (P) → 答案 A。
Conclusion: The only part that is tough and white is the sclera (P) → Answer A.

📌 考試提醒 (Exam Tips)
鞏膜 sclera = 白色外層，保護 + 支撐
Sclera = white outer layer, protection + support

視網膜 retina = 感光及產生衝動
Retina = light sensing, impulse generation

視神經 optic nerve = 將衝動傳送到大腦
Optic nerve = transmit impulses to brain

睫狀體 ciliary body = 控制晶狀體弧度
Ciliary body = control lens curvature

常見誤區：學生常把「鞏膜」和「角膜」混淆，記住角膜是透明的前端，而鞏膜是白色堅韌的部分。
Common trap: Students confuse the sclera with the cornea — remember the cornea is transparent at the front, while the sclera is white and tough.",
1209,"📌 參考答案 (Suggested Answer)
✅ D. S 和 U

📌 詳細解釋 (Detailed Explanation)
S 是睫狀體，由環肌和縱肌組成，透過收縮或放鬆來改變晶狀體的弧度，調節焦距。
S is the ciliary body, consisting of circular and longitudinal muscles. By contracting or relaxing, it changes the curvature of the lens to adjust focus.

U 是虹膜，由放射肌和環肌組成，透過肌肉收縮或放鬆來調節瞳孔大小，控制進入眼睛的光量。
U is the iris, made of radial and circular muscles. By contracting or relaxing, it adjusts pupil size to regulate light entering the eye.

其他部分例如鞏膜、視網膜、視神經並不是由肌肉構成。
Other parts, such as sclera, retina, and optic nerve, are not composed of muscles.

結論：只有 S (睫狀體) 和 U (虹膜) 含有平滑肌 → 答案 D。
Conclusion: Only S (ciliary body) and U (iris) contain smooth muscles → Answer D.

📌 考試提醒 (Exam Tips)
睫狀體 ciliary body = 控制晶狀體弧度，調節焦距
Ciliary body = controls lens curvature, adjusts focus

虹膜 iris = 控制瞳孔大小，調節入光量
Iris = controls pupil size, regulates light entry

常見誤區：很多同學會以為「虹膜」只是色素組織，忘了它其實有平滑肌控制瞳孔收縮。
Common trap: Many students think the iris is only pigmented tissue, forgetting it actually has smooth muscles controlling pupil contraction.
",
1210,"📌 參考答案 (Suggested Answer)
✅ C. 避免在帶葉枝條的木質部內形成氣泡
✅ C. To avoid the formation of air bubbles in the xylem of the leafy shoot

📌 詳細解釋 (Detailed Explanation)
如果在空氣中切割枝條，木質部會暴露於空氣，容易讓氣體進入。
If the shoot is cut in the air, the xylem is exposed to air, allowing air to enter.

空氣進入木質部後，會形成氣泡，這些氣泡能阻斷連續的水柱。
Once air enters, bubbles form in the xylem, which interrupt the continuous water column.

水柱被切斷後，蒸騰拉力無法傳遞，整個實驗就不能正確進行。
When the water column is disrupted, transpiration pull cannot be maintained, and the experiment fails.

結論：必須在水下切割，目的就是避免氣泡進入木質部 → 答案 C。
Conclusion: Cutting under water prevents air bubbles from entering the xylem → Answer C.

📌 考試提醒 (Exam Tips)
在水中切割 = 保持水柱連續性
Cutting underwater = maintains continuity of the water column

木質部導水依靠蒸騰拉力 + 連續水柱
Water transport in xylem relies on transpiration pull + continuous water column

常見誤區：學生以為在水中切割是為了防止乾燥或幫植物「適應環境」，其實核心是避免氣栓 (embolism)。
Common trap: Students think cutting in water prevents drying or helps adaptation, but the real reason is to avoid embolism (air locks).",
