編號,答案,類近題目
1601,"📌 答案 (Answer)
C. Y

📌 詳細解釋 (Detailed Explanation)
W 與 X → 膜蛋白 (Membrane proteins)
主要功能：物質運輸、受體訊號傳遞。
並不是細胞膜流動性的主要來源。
Not the main determinant of membrane fluidity.
Y → 磷脂 (Phospholipids)
具有「流動鑲嵌模型 (fluid mosaic model)」中的 橫向移動能力。
磷脂的側向移動與不飽和脂肪酸比例，決定細胞膜的流動性。
Lateral movement of phospholipids is the key to membrane fluidity.
Z → 醣蛋白 (Glycoproteins)
負責細胞辨識 (cell recognition) 與訊號傳遞。
與流動性無直接關係。
Responsible for recognition, not fluidity.
👉 因此，決定細胞膜流動性的主要分子是 Y = 磷脂。
👉 Therefore, the main contributor to cell membrane fluidity is Y = phospholipids.

📌 考試提醒 (Exam Tips)
流動性來源 (Sources of fluidity)
磷脂側向移動 → 增加流動性

Lateral movement of phospholipids → increases fluidity

不飽和脂肪酸比例 ↑ → 流動性 ↑

Higher proportion of unsaturated fatty acids → higher fluidity

溫度 ↑ → 流動性 ↑

Higher temperature → higher fluidity

膽固醇 (cholesterol) → 穩定膜結構，調節流動性 (降低過高溫流動性、增加低溫流動性)

Cholesterol → stabilizes membrane, regulates fluidity (reduces fluidity at high temp, increases it at low temp)

功能分工 (Functional roles)
膜蛋白 (membrane proteins) → 負責運輸 (transport)、受體訊號 (receptor signaling)、細胞附著 (cell attachment)

Membrane proteins → transport, receptor signaling, cell attachment

醣蛋白 (glycoproteins) → 細胞辨識、免疫反應

Glycoproteins → cell recognition, immune response

磷脂 (phospholipids) → 決定膜的基礎結構與流動性

Phospholipids → determine basic structure and fluidity of the membrane",
1602,"📌 答案 (Answer)
B. X

📌 詳細解釋 (Detailed Explanation)
W → 酵素型膜蛋白 (Enzyme protein in membrane)
功能：催化反應，但不能將氨基酸送入細胞內。
Function: Acts as enzyme, but cannot transport amino acids into cells.
❌ 不正確。
X → 輸送蛋白 (Transport protein / carrier protein)
功能：負責將氨基酸、葡萄糖等 親水性物質 送進細胞。
Function: Responsible for transporting amino acids, glucose, and other hydrophilic molecules into cells.
✅ 正確。
Y → 磷脂 (Phospholipids)
功能：只允許 非極性或脂溶性物質 擴散通過。氨基酸屬於極性分子，不能靠磷脂層通過。
Function: Allow only nonpolar or lipid-soluble substances to diffuse. Amino acids are polar, so they cannot directly pass.
❌ 不正確。
Z → 醣蛋白 (Glycoproteins)
功能：細胞辨識、訊號傳遞，不參與物質運輸。
Function: Cell recognition, signaling, not for transport.
❌ 不正確。
👉 所以氨基酸吸收最可能經由 X = 輸送蛋白。
👉 Therefore, amino acid absorption is most likely via X = transport proteins.

📌 考試提醒 (Exam Tips)
氨基酸、葡萄糖 (Amino acids, glucose) → 需 載體蛋白 / carrier proteins 幫助進入細胞。

Amino acids & glucose → require carrier proteins for absorption.

非極性小分子 (e.g. O₂, CO₂) → 可直接通過 磷脂雙層。

Nonpolar molecules (e.g. O₂, CO₂) → can directly cross the phospholipid bilayer.

醣蛋白 (Glycoproteins) → 細胞辨識，不用來運輸。

Glycoproteins → cell recognition, not for transport.
",
1603,"📌 答案 (Answer)
D. 只有 (2) 和 (4)

📌 詳細解釋 (Detailed Explanation)
原理 (Principle)
本立德試驗可檢測 還原糖 (reducing sugars)。
還原糖：能還原藍色 Cu²⁺ → 形成紅色 Cu₂O 沉澱。
Reducing sugar: can reduce blue Cu²⁺ → red Cu₂O precipitate.
常見還原糖：葡萄糖 (glucose)、麥芽糖 (maltose)。
Non-reducing sugar: 蔗糖 (sucrose)。
選項分析 (Option Analysis)
蔗糖 + 澱粉 (Sucrose + Starch)

兩者皆 非還原糖，皆不呈反應。
Both are non-reducing → cannot be distinguished.
❌ 不正確。
蔗糖 + 麥芽糖 (Sucrose + Maltose)

蔗糖 = 非還原糖；麥芽糖 = 還原糖。
本立德試驗可分辨。
Sucrose (non-reducing) vs Maltose (reducing) → can be distinguished.
✅ 正確。
葡萄糖 + 麥芽糖 (Glucose + Maltose)

二者皆為還原糖 → 都會呈陽性反應，無法區分。
Both are reducing sugars → both test positive, cannot distinguish.
❌ 不正確。
葡萄糖 + 澱粉 (Glucose + Starch)

葡萄糖 = 還原糖 → 呈陽性
澱粉 = 非還原糖 → 陰性
本立德試驗可分辨。
Glucose (reducing) vs Starch (non-reducing) → can be distinguished.
✅ 正確。
👉 所以正確答案是 (2) 和 (4)，即選項 D。
👉 Therefore, the correct answer is (2) and (4) → D.

📌 考試提醒 (Exam Tips)
Reducing sugars (還原糖): 葡萄糖 Glucose, 半乳糖 Galactose, 麥芽糖 Maltose, 果糖 Fructose

Non-reducing sugars (非還原糖): 蔗糖 Sucrose, 澱粉 Starch

本立德試驗(Benedict’s test):

陽性 (+): 由藍色 → 綠 / 黃 / 紅沉澱
Negative (-): 保持藍色",
1604,"📌 答案 (Answer)
B. 糖和磷酸鹽
B. Sugar and phosphate

📌 詳細解釋 (Detailed Explanation)
多核苷酸骨幹 (polynucleotide backbone)

由 五碳糖 (pentose sugar, 核糖或脫氧核糖) 與 磷酸基 (phosphate group) 交替連結而成。
Formed by alternating pentose sugar (ribose or deoxyribose) and phosphate groups.
透過 磷酸二酯鍵 (phosphodiester bond) 連接。
Linked by phosphodiester bonds.
含氮鹼基 (nitrogenous base)

雖然為核苷酸的重要部分，但它是 從糖分子往外伸出，不是骨幹的一部分。
Although essential, bases project outward from the sugar and are not part of the backbone structure.
📌 考試提醒 (Exam Tips)
DNA / RNA 骨幹 (Backbone of DNA/RNA):

Sugar-phosphate chain → structural stability
糖 (sugar): 核糖 (ribose, RNA) 或 脫氧核糖 (deoxyribose, DNA)
Bases → A, T(U), C, G → specific coding, not backbone
Mnemonic: ""Backbone = Sugar + Phosphate, NOT Base""",
1605,"📌 答案 (Answer)
A. 脂肪
A. Fat

📌 詳細解釋 (Detailed Explanation)
食物標示數據 (Per serving / 每份):

蛋白質 Protein = 3.1 g
脂肪 Fat = 3.5 g
碳水化合物 Carbohydrate = 4.6 g
換算能量 (Energy conversion):

1 g 蛋白質 (protein) → 4 kcal
1 g 碳水化合物 (carbohydrate) → 4 kcal
1 g 脂肪 (fat) → 9 kcal
實際計算 (Actual calculation):

蛋白質：3.1 g × 4 = 12.4 kcal
脂肪：3.5 g × 9 = 31.5 kcal
碳水化合物：4.6 g × 4 = 18.4 kcal
👉 最大能量來自 脂肪 (Fats)。
👉 The greatest energy contribution comes from fats.

📌 考試提醒 (Exam Tips)
能量換算 Energy equivalents

1 g carbohydrate = 4 kcal
1 g protein = 4 kcal
1 g fat = 9 kcal
鈉 (Na) & 鈣 (Ca) → 屬於礦物質，不提供能量

Sodium (Na) & Calcium (Ca) → minerals, no energy contribution

即使 碳水化合物是主要能量來源，在同樣重量下，脂肪提供的能量更高。

Even though carbohydrates are the main energy source, fat provides more energy per gram.",
1606,"📌 答案 (Answer)
A. 牛奶
A. Milk

📌 詳細解釋 (Detailed Explanation)
營養標示顯示：

蛋白質 Protein：3.1 g → 屬於高蛋白食物來源
脂肪 Fat：3.5 g → 含量中等，且有飽和脂肪 (2.4 g)，沒有反式脂肪
碳水化合物 Carbohydrate：4.6 g → 有糖分，接近牛奶常見成分
鈉 Na：44 mg → 含量不高
鈣 Ca：110 mg → 鈣含量高 → 牛奶的特色
📌 為什麼其他選項不對 (Why not the others)
B. 麵包 Bread

通常碳水含量高、脂肪低、含膳食纖維 → 不符合表格數據。
Usually high in carbs, low in fat, contains fiber → not matching the label.
C. 香腸 Sausage

脂肪 & 鈉含量遠高於標示，不符合。
Higher fat & sodium content than the given label.
D. 薯片 Chips

一般脂肪與鈉更高，且許多品牌含反式脂肪 → 不符合表格。
Chips usually contain much higher fat & sodium, often with trans fats.
📌 考試提醒 (Exam Tips)
牛奶 Milk → 高蛋白、高鈣、中等脂肪，常見於兒童 & 成人營養表

Milk → High protein, high calcium, moderate fat, typical in nutrition labels

麵包 Bread → 高碳水、低脂肪、多膳食纖維

Bread → High carb, low fat, more dietary fiber

香腸 Sausage → 高脂肪、高鹽

Sausage → High fat, high sodium

薯片 Chips → 高脂肪、高鹽，多數含反式脂肪

Chips → High fat, high sodium, often with trans fats",
1607,"📌 答案 (Answer)
A. 肝
A. Liver

📌 詳細解釋 (Detailed Explanation)
肝 (Liver)
分泌 膽汁 (bile)。
膽汁的作用： 乳化脂肪 (emulsify fats)，但 不含任何消化酵素。
✅ 正確。
Secretes bile.
Function of bile: emulsifies fats, but contains no digestive enzymes.
✅ Correct.
口 (Mouth)
唾液中含 澱粉酶 (salivary amylase) → 分解澱粉。
❌ 錯誤。
Saliva contains amylase → digests starch.
❌ Incorrect.
胃 (Stomach)
胃液含 胃蛋白酶 (pepsin) → 分解蛋白質。
❌ 錯誤。
Gastric juice contains pepsin → digests proteins.
❌ Incorrect.
腸 (Small intestine / pancreas secretions into intestine)
分泌多種酵素：澱粉酶、脂肪酶、胰蛋白酶…
❌ 錯誤。
(From pancreas into intestine) secretes enzymes: amylase, lipase, trypsin…
❌ Incorrect.
📌 考試提醒 (Exam Tips)
膽汁 (Bile) → Produced by liver, stored in gall bladder, emulsifies fats but no enzymes.

Bile → Produced in liver, stored in gall bladder, emulsifies fats, no enzymes.

口腔 (Mouth) → Salivary amylase (starch digestion).

Mouth → Salivary amylase.

胃 (Stomach) → Pepsin (protein digestion).

Stomach → Pepsin.

小腸液 (Intestinal juice + pancreatic juice) → 多種酵素分解蛋白質、脂肪、醣類。

Small intestine juice + pancreatic juice → enzymes for proteins, fats, carbs.
",
1608,"📌 答案 (Answer)
C. 氨基酸轉化為尿素 → 分解代謝
C. Amino acids converted to urea → Catabolism

📌 詳細解釋 (Detailed Explanation)
A. 葡萄糖 → 丙酮酸
Glucose → Pyruvate

這是糖解作用 (glycolysis)，屬於分解代謝 (catabolism)，不是合成代謝。
This is glycolysis, a catabolic pathway, not anabolic.
❌ 錯誤。
B. 蛋白質 → 氨基酸
Proteins → Amino acids

蛋白質分解為胺基酸，是分解代謝，不是合成代謝。
Protein breakdown to amino acids is catabolism, not anabolism.
❌ 錯誤。
C. 氨基酸 → 尿素
Amino acids → Urea

氨基酸脫氨作用 (deamination) → 產生有毒氨 (NH₃)，在肝臟合成尿素再排出。
Amino acids undergo deamination → produce toxic ammonia (NH₃), converted to urea in the liver and excreted.
屬於分解代謝。
This is catabolism.
✅ 正確。
D. 葡萄糖 → 糖原
Glucose → Glycogen

這是糖原合成作用 (glycogenesis)，屬於合成代謝 (anabolism)，不是分解代謝。
This is glycogenesis, an anabolic process, not catabolic.
❌ 錯誤。
📌 考試提醒 (Exam Tips)
合成代謝 Anabolism

小分子 → 大分子
e.g. 氨基酸 → 蛋白質，葡萄糖 → 糖原
Small → large molecules
分解代謝 Catabolism

大分子 → 小分子，伴隨能量釋放
e.g. 葡萄糖 → 丙酮酸，蛋白質 → 氨基酸，脂肪 → 甘油 + 脂肪酸
Large → small molecules, releasing energy
尿素形成 Urea formation

為氨基酸分解的一部分，用來排除含氮廢物 (toxic nitrogen waste)。
Part of amino acid catabolism, eliminates nitrogen waste.",
1609,"📌 答案 (Answer)
A. 溫度
A. Temperature

📌 詳細解釋 (Detailed Explanation)
圖中顯示三條曲線：

P：25℃，0.4% CO₂
Q：25℃，0.04% CO₂
R：15℃，0.04% CO₂
題目問 圖中 x (Q曲線) 與 y (R曲線) 的差異原因。

Q 與 R 的 二氧化碳濃度相同 (0.04%)
光強度位置相同
唯一的不同 = 溫度 (25℃ vs 15℃)
因此差異來自 溫度對酵素活性的影響。
👉 x 比 y 高，是因為溫度較高 (酵素作用速率↑ → 光合作用速率↑)

📌 考試提醒 (Exam Tips)
光合作用的三大限制因素 (3 main limiting factors of photosynthesis):
光強度 Light intensity → 光反應需要光能。

光合作用速率與光強度成正比，直到達到飽和點。

Photosynthesis increases with light intensity until saturation.

二氧化碳濃度 CO₂ concentration → 暗反應需要 CO₂ 固定。

Higher CO₂ → higher rate, until other factor limits.

溫度 Temperature → 影響酵素催化的暗反應 (卡爾文循環)。

Affects enzyme activity in Calvin cycle.

👉 圖中的差異 (x vs y) 來自 溫度，因為 CO₂ 濃度與光強度相同。",
1610,"📌 答案 (Answer)
C. 有更多二氧化碳作為光合作用的原料
C. More carbon dioxide as the raw material for photosynthesis

📌 詳細解釋 (Detailed Explanation)
曲線 P：25℃，0.4% CO₂
曲線 Q：25℃，0.04% CO₂
唯一不同 → 二氧化碳濃度
👉 P 的光合作用速率比 Q 高，是因為 P 提供更多 CO₂ 作為暗反應 (Calvin cycle) 的原料，加快碳固定 → 提升光合作用速率。

為什麼其他選項不對？
A. P 具備所有最適條件

不夠精確，因為圖已知溫度相同，關鍵是在 CO₂ 濃度不同。
Too vague; root cause is CO₂ concentration, not ""all optimal conditions"".
❌
B. 二氧化碳更快擴散進入葉子

即使擴散快，若濃度不高，仍不能顯著提升速率。
Faster diffusion alone is not the key; concentration matters.
❌
C. 有更多二氧化碳作為原料

直接原因 → 暗反應速率上升。
Direct cause → Calvin cycle rate increases.
✅ 正確。
D. P 的 CO₂ 濃度較大氣高得多

雖然事實正確，但只是描述數據差異，沒有指出影響光合作用速率的生理原因。
Factual but not explanatory; doesn’t address mechanism.
❌
📌 考試提醒 (Exam Tips)
光合作用限制因素 (Limiting factors)

光強度 Light intensity → 光反應能量供應
二氧化碳濃度 CO₂ concentration → 暗反應原料 (Calvin cycle substrate)
溫度 Temperature → 酵素活性對暗反應有影響
關鍵理解 Key point：

CO₂ ↑ → 提供更多碳骨架 → 增快葡萄糖合成 → 光合作用速率 ↑
Increasing CO₂ → more carbon skeletons → faster glucose production → higher photosynthesis rate",
